score	sentiment	split	text
5	pos	train	Our company had a party at Meson Sevilla on saturday night,we all enjoyed the food but enjoyed the tapas even more. This was a good choice I cant think of a tapas place in the area and this was the perfect place for our party. I recomend this place if you like tapas and I strongly recomend you go during the week ,the weekends are just crazy at this place . P.s. Try the sangria it will knock you out.
5	pos	train	I had the best time while at Cedars. The Chicken Tika Masala is to Die for. So are many other dishes. I always have to order a mango lasi (sp?) when i go there. GO!! You will have the best time, and the best food. Cedars it the best indian resturant in the area. i come from over 2 hours away just to eat there!!
5	pos	train	I have actually eaten here several times, it is one of my favorites. The people are always nice and there isn't a long wait for drinks,appetizers, or food. The atmosphere is quiet, even when there are a lot of people there. There has not been one time that I have gone here and not enjoyed it!
5	pos	train	Blue Pacific is consistently great! I have tried every Sushi restaurant in the area and every time is disappointed. Never again will I go anywhere else in the area. Lessons learned. They offer several different specialty rolls and will create anything you wish. The restaurant is softly lit, with a large saltwater fish tank and soft pleasant music adds to the ambiance. Whether you sit at the sushi bar or at a table the service is always excellent. If you love salmon try the double salmon roll, tuna connoisseur try the amazing roll with both red and white tuna on top, for something slightly cooked the TNT roll always pleases. You will not be disappointed with Blue Pacific in Lancaster. A nice treat and getaway from all the buffet restaurants in the area.
5	pos	train	Frank's Pizza is not really a sit-down type of restaurant. It is a traditional pizzeria in a not-so-great part of town. 99% of the time we get the pizza to go, which I highly recommend, as the dining area is usually filled with loud, drunken locals. The important thing is the pizza. Not only is Frank's pizza delicious, the pies are HUGE. The cheese is bountiful, the sauce phenomenal and the pies are so big they LITERALLY do not fit in the box. The only things that could use improvement are the distribution of toppings (more would be nice) and, occasionally, the cheese line is a little off. Still, Frank's Pizza is the best I have ever had in my life. HIGHLY recommended and the owner, Pete (not Frank - that is just the name), is a GREAT guy.
5	pos	train	Eveyone at our table had a great experience. The food was very good. Really nice place.
5	pos	train	We had never been there before but found this gem through pure luck. We frequent many restaurants both in the Boston area and in NYC. If you have not had the chance to eat there yet, make the time. The selection is wonderful and the food is plentiful and flavorful. I have never written a review before but restaurants like this should be supported.
5	pos	train	Best Italian food we ever had! Homemade fresh pasta and the veal dish my guest had was delicious! Very cozy, comfortable,homey atmosphere. The homemade tiramisu(the owner's grandmother's recipe) was out of this world! We will definately be returning!
5	pos	train	I've been a customer for over a decade and now live three hours outside of Chicago. Still, Rokbonki remains my favorite for grill-style dishes and sushi. My favorites: Tokyo shrimp, scallops, horseradish salad, and mai-tais. I've never been disappointed.
5	pos	train	Review deleted due to violation of our posting policy
5	pos	train	The food is excellent, the prices are extremely reasonable and the ambiance is very nice. Not too loud, not too quiet...casual and fun. Chicken paprikash soup rivals some of the best recipes I've ever had. The thai chicken bowl is excellent. And any of their sandwiches always proves to be delicious. Open for breakfast, lunch, and dinner. Even though the lunch hour during the week is usually crowded, we've never had to wait for a table. And excellent addition to the Warehouse District.
5	pos	train	This is the best pizza in town as they know how to make a good thin crust. I always order the family pleaser which amount to a 16 inch pizza and for a dollar more you get a small pizza also. The cheese is exellent and the sausage is out of this world. I have had plenty of pizza in this town and this is by all means the best in central illinois.plenty of parking and a great dining room which is dimly lit.
5	pos	train	Beautiful ambience, excellent service and marvelous food.
5	pos	train	I had one previous enjoyable experience dining at Greens a few years ago, but this time (on my birthday) it surpassed my expectations. The food, grown at the Zen Center's Green Gulch Farm in Marin County, is extremely fresh, organic, vegetarian and scrumptious. The wine is top-notch. The large room overlooking the bay is pleasant, warm and peaceful, especially at sunset. Every table was full on a Friday night. To give an idea of the menu, I started with mixed greens dressed with a classic vinaigrette, continued with an entree of Mexican pizza with poblano chiles and black beans, which just exploded in my mouth, and for dessert had velvety chocolate bread pudding in a delicious cream sauce. Two glasses of the incredibly good Foxen vineyards Cabernet ($11) had me floating over the table with that feeling of extreme wellbeing that only a fine meal can give you. The only caveat about eating at Greens is that it's pricey. Because the atmosphere was SO pleasant and the food so incredible, I believe it's worth it as an occasional treat.
5	pos	train	Whiskey Creek is located in the tiny town of Keport on the Kitsap Peninsula. The food is awesome, the atmosphere is fun with live piano music every night and old west saloon type decor. The service is excellent and I swear I have never had a better steak. Reservations are recommended for large parties on weekends.
5	pos	train	"We have lived & dined all over the world (England, Holland, Greece, France,....) and all over this country, but if given a choice of where we'd like to be for a meal out it's Riccardo's, hands down. In a state choc full of Italian eateries Riccardo's stands out! When we eat there, nearly every Sunday, we are greeted by the proprietor & chef, Vito Russo, and settle down with our four children for a dinner that will please all. While the kids like to get the usual ""kid"" stuff like pizza & chicken finger, we can enjoy sauteed crab & lobster over pasta in a melt with your mouth, creamy sauce. The lighter fare is delightful and soooo satisfying; try the pepper crusted, pan-seared tuna. A heavenly dinner, a soothing & cozy dining room, and pleasant music, it just doesn't get any better than this!"
5	pos	train	2. Excellent upscale pub food, Irish specializes, the best fish and chips and clam chowder I ever had. Friendly wait staff, efficient kitchen. Very pleasant dining room with views of the city. Downstairs pub, second floor dining room, third & fourth floor nightclub. Genuine Irish musicians weekly.
5	pos	train	This was my first time dining there. They were extremely busy, but our waitress was on tops of things. She was very personable and the atmosphere was a pleasant experience. In fact, I have recommended this restaurant to several people and would go back in a heartbeat.
5	pos	train	"I have been to Riordan's many times when visiting Annapolis. It is one of my most favorite restaurants! The food is great, the atmosphere is wonderful, and it is a totally enjoyable experience!! If you get a chance to visit and the weather is accomodating, eat ""cafe"" style outside. It is nice to have your meal on the table outside and watch the crowds walking by and see the marina area across the street."
5	pos	train	"My friend and I loved it! We found it to be the perfect prelude to a Bobby McFerrin concert. Innovative food --- perfect for both the conservative and adventurous palate. Friendly service... the chef even came out for a quick ""hello."" Very trendy ambience. Reservations a must."
5	pos	train	I've been to Sammy's Seafood three times, twice with my husband, and once with a friend while in New Orleans on business. Obviously, we make it a point to return each time we visit the city. The crawfish etoufee and shrimp creole platter is both plentiful and fabulous. At our last visit, the combo was only $11.95 and included bread - what a great deal! We can't wait to return.
5	pos	train	I JUST CNA'T SAY ENOUGH ABOUT MY EXPERIENCE AT RICCARDO'S.......BETWEEN THE ATMOSPHERE AND SERVICE BEING SO ATTENTIVE TO THE OWNER PERSONALLY COMING AROUND TO MAKE SURE THAT OUR EXPERIENCE AT HIS ESTABLISHMENT WAS A POSITIVE ONE. WE TRULY FELT THAT OUR PATRONAGE WAS APPRECIATED AND IT FELT LIKE WE WERE IN SOMEONE'S DINING ROOM INSTEAD OF A RESTAURANT. I WOULD DEFINATELY RECCOMEND THIS ESTABLISHMENT TO ANYONE WHO ENJOYS HOMEMADE ITALIAN FOOD AND A GENUINELY WARM ATMOSPHERE.
5	pos	train	Henry's is more of a carry-out restaurant. I always order my food for carry-out, because seating is very limited. My family and I have always been pleased with the food. You can't get no closer to good home cooking. I highly recommend this restuarant.
5	pos	train	Wow! Is all that I can say, we stayed in Vail for a week, ate here 4 times and had a different great experience each time. They make their own beer, have great lunch and dinner fare, live lobster in Vail, CO! And a 150+ selection wine list. Definitely not your average brew pub.
5	pos	train	Truc is a Vietnamese restaurant in the south end of Hartford, They combine the freshest ingredients with light, delicious sauces. The imperial shrimp rolls, beef rolls, mixed seafood and beef sate all rate very high. It is the best Asian restaurant I have eaten at. On top of the food, there is a reasonably priced wine list and the service is attentive and professional. You will return, guaranteed.
5	pos	train	I felt like they actually cared I was there!! Rare these days. Food was excellent and a little adventureous. So good we took home a doggie bag..back to TX on the plane! Made reservations and the table was a little late getting cleared so they comped an appitizer, like I said I felt important. Price is reasonable too.
5	pos	train	It was really unbeliveable..Never saw anything like this. You get in line (yes line place was busy at 7:30pm) place your order with Order taker then follow line grab tray and when your turn ..your order comes out of the kitchen. Taken to seats Place is BEAUTIFUL. Lots of seating. It has strolling mariachis..Cliff diver (YES Cliff Divers) and much more. There is also a game room for the kids. They put on a great show that get the people involed if close enough to. I would highly suggest that place for a different experience. Waiters and Waitresses are wonderfull and very accomading to your needs. If you like Mexican food go there for the experience you wont regret it.
5	pos	train	The Wine Cask is the ultimate pampering experience. Only here could a spilled bottle of wine be handled with such grace that you hardly knew what happened. The service is incredible and is only superceded by the quality and beautiful presentation of the food. The wine list is unmatched. Its worth the price.
5	pos	train	The restaurant is in a century-old Victorian house that is decorated with charm and features music in the background from the '40's - it's a very soothing affect. The food was wonderful! I had the chicken pot pie (served in a flower pot) and my husband had a stuffed green pepper - both of them were delicious! For dessert we had caramel banana pie . . . I've never tasted a dessert so delectable! Our server was very friendly and we never had to ask for a refill once. This restaurant gets my highest marks!
5	pos	train	A wonderful experience. The food and service were very, very good. A warm and charming environment with a pleasant staff. A great find which I will recommend without hesitation. I'm already working on plans to dine here again.
5	pos	train	"Don't miss an opportunity to experience one of the great chefs of the not-too-distant future. Absolutely astoundingly good food...inventive and intriguing, with some exotic approaches, yet totally accessible. Our venison raviolini appetizer with Persian date/mint sauce had me laughing upon taking a bite it was so good. The sauces served up by chefs Adam and Adam are masterful indeed...the mint was hidden in the background of the date sauce. Remarkable! Another winning appetizer is the Asian Beignets, filled with chunks of monkfish and served with a Fresno chile/corn relish and orange sambal cream sauce with a decided kick. They offer a daily ""Soup Exploration"", yet another way to display their mastery in the kitchen. On my first visit, on a cold, wintry night, I expected a hearty chowder when I heard the words ""lobster"" and ""corn"". What I got was an opaque orange broth devoice of anything solid except for a few cilantro leave as garnish. But said broth presented the perfect balance of the essence of both the named ingredients. Stupefyingly good. That same night I was almost overwhelmed by the best venison entree I have ever been served. Perfectly rare medallions, crusted with herbs, surround a bed of truffled risotto with napa cabbage and a few bits of radish for extra texture, offered with a cranberry/sake reduction that proved a perfect foil. Scrumptious! My wife being an incurable foie gras freak had to try the ""Poor Man's Foie Gras"" from their lounge menu. Trout liver, perfectly caramelized, on a bed of frisee with a bit of vinaigrette. I don't even like foie gras, but this was one tasty morsel. And I am not the one to be ordering duck ever, but the preparation offered on our last visit was so intriguing I had to try it. A perfectly cooked duck breast was sliced and presented on a bed of pickled cabbage slaw (warm) strewn with shards of jerk-spiced pork. The crowning touch was a pomegranate reduction (something else I didn't care for until this dish) that added the appropriate contrast to the richness of the duck and the puckery, spicy jerk slaw. Unbelievable! The desserts are every bit as impressive, but the one I remember most is a bread pudding with buttermilk ice cream and a sultana/cherry sauce. It took a couple of bites before I noticed the presence of a touch of cayenne in the sauce, adding a nice snap of heat that was perfectly offset by the pudding and ice cream. The Globe is an uspcale deli for breakfast and lunch, but on Thursday, Friday and Saturday nights they convert to The Globe By Moonlight, offering one of the finest culinary experiences to be found anywhere. Best to get there as soon as possible so that when Executive Chef Adam Kreizler is pronounced the next big thing so you can join us in saying ""I ate there when he wasn't famous..."""
5	pos	train	It was great!
5	pos	train	"It was one of the most enjoyable dining experiences I have ever had. The food, service, and warm, friendly, atmosphere were all combined to make you feel like one of the ""family"". I can not recommend it highly enough!"
5	pos	train	Beadles is a great place, even if you're not 75. I'm in my 30's and truly have enjoyed my dining expericenes at Beadles. If you want good food at good prices, and a little slice of nostalgic Americana, Beadles is the place to go!
5	pos	train	I love this place. It has the tastiest steaks in town. The biggest, freshest, and most varied salad bar I have seen. Our waitress was attentive and courteous without being intrusive. The atmosphere is right up my alley with people coming in off the street after work in jeans & cowboy hats. It's everything a Montana restaurant should be.
5	pos	train	I think they are excellent. they have the best wine and meat.
5	pos	train	The food is great! The view is wonderful. The only bad thing is the wait for a table. We go every time we are in Charleston.
5	pos	train	It is a tiny place, although they're expanding, with about 12 tables. Excellent, attentive service, reasonable wine list, and the food! The food is out of this world. We had the swordfish with some kind of sauteed spinach, corn, smoked bacon side. Amazing! Also, the desserts! Really good warm chocolate-pear tart. It was about $130 for two including wine and dessert.
5	pos	train	Our food was great. I loved the large choice on the menu. There is something for everyone. I also like the fact that the owners are always on hand with a friendly greating. Next time I am going to try not to eat so much of my dinner so I can try one of their many choices of deserts. Oh ya, don't forget to check out the Bar manager. He is a hottie. OOPs that wasn't one of the questions, was it!!!!
5	pos	train	One of the best burgers I have ever had! And the onion rings were great also!
5	pos	train	This has to be one of the best breakfast buffets around. Just 45 minutes from Philadelphia, and well worth the trip. If you like French toast, you will enjoy the Baked French Toast made here. All they need is a vanilla sauce and you have bread pudding. I go here just for this. They also have home-made yogurt, and the usual buffet items...eggs made to order omlettes an assortment of meats, potatoes and fruit. Pancakes come in many flavors. Try the cinnamon, sweet potato or mix and match...raisins,nuts, berries, apples, you name it and they probably can make it.
5	pos	train	The ultimate expensive-but-worth-it, special-occasion place to go, this Continental stalwart is Boulder's mountainside treat. Set in a cabin circa 1929, Flagstaff House has floor-to-ceiling windows with a spectacular view. The French cuisine with asian accents is world-class and the service was exquisite. I was very impressed by the Wine Spectator award-winning restaurant. It was absolute perfection!
5	pos	train	It was very nice experience
5	pos	train	One of the main reasons my wife and I visit Lexington, KY. The food is exceptional and the experience is truly enjoyable. The only negative we have ever had was the tropical drinks were a bit weak last time. This is a must stop when staying in Lexington.
5	pos	train	My girlfriend and i had dinner at riccardo's and chef vito prepared us a beautiful meal i had boneless rib eye steak fajita's and they were fantastic. the fajitas began with beautiful seared strips of boneless rib eye with a medly of assorted sauteed vegatables that consisted of fresh pea pods, juilianne cut carrots, assorted colered peppers and carmelized onions...served on a beautifully garnished sizzeling hot plate. for dessert we had an incredible beautifully decorated plate of homemade new york cannolis. my hats off to chef vito. thank you for my experience!!!!! Chef, Kraig Widzins
5	pos	train	We went there with friends while in town and had a really awesome experience. Wwe even go to tour the kitchen!! I met the chef, JOel Antunes, (who is cute!) and saw their 62 foot french stove (no open flames). They even have a satellite controlled freezer system and a refrigerated marble pastry counter. You can even attend a cooking class on the first Saturday of the month for $125. and invcludes your lunch that you cook. This place was amazing. I had the Pennsylvania snails in broth and scallops confit leek with truffle and banyul sauce with tortellini. OH and creme brulee although the creme brulee (always my fave) paled in comparison to the scallops I had before it. The waiter was really great, but the female waitress for the table behind me bumped into my chair hard! FOUR times and really was starting to irritate me. She either needs lipo of the hips or she needs to watch where she is going. It actually affected my experience so much that I seriously alnost grabbed her and told her to watch it. Joel Antunes was an incredible chef and would love to have dinner there again.
5	pos	train	Chef Dan offers Friday night seafood specials that will rival any 5 star Urban restaurant. Duck is also on the menu and will find none better prepared--the steaks are great as well. Full salad bar, lively bar with friendly people--if you find yourself in this little resort town, you must visit Quit Qui Oc for dinner.
5	pos	train	It is always very pleasurable to dine here. The food is excellent, the service is very good and they are knowledgable of the menu and how it is prepared. I'd recommend it to anyone.
5	pos	train	A very relaxed place to dine, like sitting at home with friends. Great Service, Friendly, your never a stranger twice. Foods all ways hot, people are all ways friendly. We live 50 miles away now but all ways stop there when we make a trip back to the old neighborhood.
5	pos	train	This is one place you MUST experience if you come to Peoria. A legend downtown. A great bar with just outstanding food. The place is a little small but the lunch time crowd is manageable. You won't be disappointed.
5	pos	train	This is an upscale restaurant with a lovely ambiance. The staff is professional and most helpful. the Tapas style dining is very conducive to sharing and tasting an array of dishes. We loved it!
5	pos	train	Da Vinci is a wonderful place. I was on vacation in Los Angeles from New York and my friend told me about this gem. What attracted me was the had told me it was where Dean Martin & The Rat Pakc would dine and that it held it's charm while still having great food! The place and service were wonderful! What a great place to take a date! They played nothing but rat packish music mixed in with Harry Connick and Michael Buble, made the ambience. The decor is wonderful, straight out of the rat pack era with a wonderful arrangement of flowers. The waiters were friendly and sexy and the cocktails were fun! I ordered a martini, a side car, and a wonderful concoction they call the Davinci Cocktail! LOVED IT! The food was so delcious! I recommend this place for anyone who just wants to pamper themselves or impress a friend!
5	pos	train	Excellent dining experience. Very pleasant and attentive staff. Great Atmosphere.
5	pos	train	Great pasta dishes, an extensive wine list, and a broad attentive staff..the hostess came over, complimented my suit and asked if my meal was prepared correctly; Hello, am I still in New York? Extraordinary!
5	pos	train	"The Marlin Grill is a fabulous seafood restaurant located in BayTowne Wharf-SanDestin Resort. There is inside as well as patio dining. The patio is quite nice, as you are able to ""people watch"" and listen to live music from the nearby establishments. The food is outstanding. Some of the freshest fish you will ever taste. A nice treat is the ""strolling bread basket""- offering unique breads,rolls and butters."
5	pos	train	Please disregard the first review of Thai Inter Restaurant. This review was written by a former employee who was dismissed as a result of her mental instability and spiteful nature. Our only regret is that this revolting individual ever worked for us. We assure you that this horrid person is by no means a reflection of our establishment. Please come and dine with us and enjoy authentic Thai cuisine at reasonable prices in a delightful atmosphere.
5	pos	train	I was hungry for an enchilada plate. Being from Texas, the combo plate of two enchiladas, rice, beans, and fried tortilla chips with salasa is what we most commonly refer to as the enchilada plate. Vila's bills itself as a Mexican-Cuban restaurant of which there are many in South Florida, but most are Cuban restaurants with an afterthought to Mexican food. That is not surprising, given the number of Cuban Americans in South Florida. Imagine my happy surprise to find that Vila's balanced their menu 50/50. The appetizers include a Mexican Sampler ($12.95) and a Cuban Sampler ($14.95). The mexican sampler features a chicken and a beef taco, a bean enchilada, a chicken quesadilla, chicken and beef nachos, guacamole, and sour cream. The Cubans Sampler ahs 2 meat pies, 2 ham croquettes, pok with tamale, chicken chunks and plantain chips. There are other assorted appetizers from $2.95 to 5.99. The Mexican entrees include Steaks, Chicken, Burros, Flautas, and fish not to mention fajitas. The Cuban offerings include favorites like Palomilla Steak, Garlic Chicken Chunks, Vaca Frita, Lechon, and Ropa Vieja just no name a few. The $12.95 Combinacion Vila's Includes Lechon Asado, Chicken Chunks, a Beef Enchilada, and yellow rice and refried beans all served with a basket of Tortilla Chips and salsa. I had the Enchiladas Rancheras which were two beef (although you may have chicken or cheese if you wish) enchiladas, Mexican rice and refried beans. The enchilada were tasty but perhpas a bit heavy on the chili powder, the beans were excellent, and the rice was good, though a bit dry for my taste, but still very good. The service was excellent even though my server had a party of about 15 at a large table which she and another person were serving, at no time did I feel that I needed anything. Vila's has three locations. Vila's #1 at 2027 South State Road 7 in Ft. Lauderdale 954-792-4713. Vila's #2. (Where I ate) 4000 N. University Drive, Sunrise 954-746-7474. And Vila's #3, 1417 E. Commercial Blvd., Ft. Lauderdale 954-771-6340.
5	pos	train	"I agree w/Chris - we visit Estes Park several times a year and always make a point of visiting this restaurant. The food is wonderful, the service is great, and since the restaurant serves vacationers from all over the world, I highly doubt they're ""prejudiced"" against people of color. We've never been the only ""white people"" on our visits; and we've never observed anyone receiving anything but courteous and exceptional service."
5	pos	train	The Norhtwestern Steak House is one of the midwests best kept secrets. We were in Mason City for a marathon, yes Mason City in addition one of the best steak houses, offers one of the best kept secrets in a Midwest Marathon and Half Marthon. And, before and after running 26.2 miles, there food and beveages are fantastic. We all recommend it and can only reinforce what the other visitors have said about it. Oh yes, an plan on waithing to get in if you want to be seated at 5 PM. But as others have said, there is a quaint little lounge upstairs you can get to through the kitchen. The NW Steakhouse is worth the effort to find and go to; they also offer Walleye, lamb chops and chicken rotissarie chicken breast, Greek seasones....awesome. I had the prime rib, try it, you will not be disappointed. Also, if you run, try the marathon or half marathon in October!
5	pos	train	"This is a great culinary addition to Mooresville! It is a ""modern Mexican"" restaurant that is located in a restored church. Traditional ""platters"" are available for traditional diners, however, the best items on the menu are the custom styled seafood entrees. The pan seared grouper with mango glaze is the best ever! Don't forget to try the Poblano Soup."
5	pos	train	Excellent food. Anyone who would tell you different just fell off a turnip truck in town.
5	pos	train	What an incredible, beautiful dinning expereince. The food was fabulous; extra large portions, beautifully presented; fresh ingredients, and first rate fish. chicken and beef. The wait staff is superb! Lovely atmosphere, too!
5	pos	train	The owner's of Jay's (Jay and Jackie) have put their heart and soul into this place! They remember their regular customers by name and treat everyone special. The dining rooms are beautifully decorated, the wine list extensive and the menu creative. Life music also adds to a fantastic dining experience. A real gem in Fort Collins!
5	pos	train	The Alamo Steakburger is one of the best burgers I've ever eaten!
5	pos	train	When we first arrived we where sceptical because the place was so bussy. but from the time we were seated, which was about 15 minutes after our reservation time, to our desswrt we where treated great and the waiter was personable, and the food was to die for. We where very happy and we would return.
5	pos	train	Fantastic! We were treated like favorite customers even though we do not splurge at a restaurant like this very often.
5	pos	train	We've gone to the Progress Grill for the last several years when we're in Harrisburg. It's refined and just exquisite...like entering an exclusive club. The food is wonderful -- terrific seafood, served well with attentive waitstaff. They take very good care of you. I highly recommend you make reservations.
5	pos	train	The food was very good and the service was more then friendly. My ice tea was replace within the momeny I finished the last swallow. We were treated as if we were very impotant people. It is one of the best kept secret in New Jersey and if I have any thing to say about it. that is about to change. And Vito Russo is an execeative chief without question.
5	pos	train	My friends and I always make it a special occasion to celebrate each others' birthdays at Lincoln Cafe. The food is absolutely the best quality! We felt this was a pleasant escape from the normal steak and potato restaurant which is so prevelant in the Midwest. We cherish every bite and our palate is never bored! We do make it a point to get different dishes so we can share between each other....and NEVER FORGET DESSERT!!!!! The selections are great for beef, pork or chicken lovers. If you do feel you have to have a burger, theirs is top notch. I highly recommend it to everyone in the vicinity! Worth the trip! Going there again this weekend and can't wait! (Some mean person told my friend it was closed and she was near tears. Luckily I'm in that town often and knew better...it's alive and well.)
5	pos	train	This little bistro is tucked away, just off of the town green in a an old victorian house. The food is Sicilian fare of chicken, fish, beef and veal dishes. There is always a nice variety of desserts to end your meal. Casual atmosphere - Fine dining food. Nunu's doesn't serve wine - so bring your own. I always bring champagne, because it goes with everything. Reservations are required Friday and Saturday evening.
5	pos	train	They have the BEST Mexican food in Dallas.... We eat there at least once a week. Try the Taco's Al Cabon (sp).
5	pos	train	This was an amazing place to eat. My husband and I love to go to good restaurants and this one is now one of our favorites. The food and atmosphere were wonderful! We also ate at The Old Post, Alexanders and (although they were good) they paled in comparison to Red Fish.
5	pos	train	"This place is a real find. It's been open for only a few weeks and nobody knows about it yet, but it seems the stars know about this little secret known as Fat Fish. I've been there three times already, and twice I saw celebrities hanging out in the lounge. But more than anything it's the awsome food that just keeps me coming back. Their appetizers are just awsome and the rolls are not only yummy, but they are creative and not what you would expect, but in a good way. Their bar menu is also extensive and they have some awsome bartenders making some of the best (and biggest) martinis in town. I would go there now, before they get too crowded. Hopefully they don't get big headed, because the service was very friendly and top notch in a casual way. I'd definitely recommend this little secret. And who names a restaurant ""FAT FISH""?! But it's cool."
5	pos	train	My parents live in Sheboygan and we visit from Wyoming at least once a year. We stay at a near by motel and eat at Nino's at least once each time we visit. You can always count on friendly service and good food. Plus, they make a terrific brandy old fashion sweet! (That you can only seem to find in the Sheboygan area.) I suggest you try their trout with a baked sweet potato. EXCELLENT!!
5	pos	train	It does not get any better than this!!! EXCELLENT FOOD! EXCELLENT CUSTOMER SERVICE!
5	pos	train	An excellent restaurant. The food was wonderful, the service friendly and attentive, and the atmosphere warm and homey. It was the best Valentine's dinner I ever had!
5	pos	train	The best little seafood place in Lanham, MD. I would/do recommend to everyone I know!!!
5	pos	train	My experience over the years has been great. The food is great, the prices are decent seeing as the Canadian beef marker is crazy right now, the service the most experienced you will find in St. Joseph. Many people that are found working there have worker there for atleast 10 years, and know how to treat everyone just right. The atmosphere makes the experience fun to be in resulting from the old western feel. Nothing in St. Joseph can match this today.
5	pos	train	Frankie's is a GREAT Italian Bistro! Specialities include: pasta dishes, wood fired pizzas, and classic veal entrees. The marinara sauce and handmade meatballs are fabulous! You can taste fresh herbs and garlic throughout. Portions are generous and most entrees can easily be split. BONUS-- great wine list with 58 bottles $30 or less. They now take reservations--which are STRONGLY suggested Thurs-Sun evenings. Mangia!
5	pos	train	The food offered at the Blue Waters Mountain Lodge is traditional southern cuisine. Prepared with a new age flair, and complete with homemade breads and desserts, entrees at the Lodge are complimented by fresh local fruits and vegetables, and herbs from the Lodge's gardens.
5	pos	train	They got it right. From the moment I walked in the door I was greated with a smile. It is a small family owned resturant and the owners are always around. They don't hide in the office , they personally go to tales to ensure everything is okay with your meal. Best service I ever had received was there by a waitress whoose name is Jean C. She was great.
5	pos	train	We arrived in Ravello during a journey on the coast of Amalfi. The restaurant - a part of the Hotel -was suggested from a taxi driver as it's one of the most popular of the area. The view is stunning, we had a large table on the veranda and we ate Scalatilli with mushrooms and seafoods and Crespello (a crepe filled with local cheeses) and a fish with a special tomato sauce (I think the name of the dish was in guazeto). There's a large selection of wines at a very affordable price. The staff was very friendly and helpull in suggesting what to eat. Reasonable price, a good value for money place where we wish to return in the future.
5	pos	train	We usually eat at this restaurant once every few months. If you arrive earlier than your reservation, you can relax in the bar-they have appetizers laid out! The service is wonderful! The lighting is perfect, the food is wonderful, & the service is awesome! Reservations are recommended, but they will try their best to get you in ASAP. If you are ever in the area for a visit-you must try Nino's!
5	pos	train	Wonderful Very Informal Restaurant, this chinese resturant offers the best in Informal Hong Kong Cusine in the Wash. DC area. Must haves are HK Style Shrimp Dumpling Noodle, Congee, and Beef Chow Foon. Other favs are Clams w/ Black Bean Sauce and Soy Sauce Chicken. Like any other busy Hole in the Wall resturant, you better know what you want or else you're going to the back of the line! Yes, it's a sit down place and Cash Only.
5	pos	train	What a lovely restaurant! The service is very friendly and the food is the best I've tasted in Puget Sound! They make the best Phad Kee Mau I've ever had - and that's saying a lot. The chef is versatile and will make substitutions easily as requested. This is truly a hidden gem.
5	pos	train	We have been visiting the Lewes and Rehobeth area for the past 30 years and dined at most of the restaurants in Lewes and Rehobeth. La Rosa Negra is our favorite place to dine. The atmosphere is great, the meal is always delicious, the prices are reasonable, the wine list is extensive and impressive, the desserts are heavenly, and the wait staff is knowledgeable and courteous. Living in the Washington DC metropolitan area we often dine at several 5 star restaurants, yet, La Rosa Negra is our favorite  we wish it was located in DC. We have referred numerous friends and they too have raved about the food, ambiance, and reasonable prices, have become repeat customers and referred their family and friends. For those of you visiting Lewes, DE we highly recommend La Rosa Negra. You be the judge and don't be fooled by negative press.
5	pos	train	Well, I'm 23 years old and I LOVE this place. Have been going for many years and before that I was a patron of the Pasadena Cafeteria (defunct). The food is always very good and absolutely unbeatable for value. Atmosphere is exactly what dining should be and the only thing I can criticize is the sometimes slow table service. If I were a rich man, I would live on Orange Grove Avenue and eat at Beadle's everyday!
5	pos	train	This is a fairly new restaurant and they are fast becoming a local favorite. We arrived and we pleased to be greated by a warm friendly face in a very quaint atmoshere. Filled with all sorts of nautical decour. That was just the beginning! The food was absolutely great! You must try the homemade crabcakes as they are wonderful, filled with crabmeat yes lots of crabmeat..Then there was the stuffed flounder! wow made fresh you can tell and broiled with a garlic butter to set it off! Well I recommend you donot miss this one! Well worth the drive and the price is just right! Frank and Susan
5	pos	train	Melrose Grill is a fantastic place to eat! The atmosphere and service are exceptional, and the food is even better. I have recommended Melrose Grill to several friends who have all enjoyed their experience as much as I regularly do. You'd be crazy to not go and try their steaks, as they are affordable and the best in Seattle.
5	pos	train	Off North College in Indianapolis through a set of mature trees sits an old classic, Hollyhock Hill. Seating 10, we had a full staff servicing our table. Highly reccommend their fried chicken, a dish they are known for. The dinner is served family style. Before you know it, you are over at grandmas having a feast-passing mashed potatoes, corn, green beans, and chicken around for all to dig in to. This is a great place to take the family for a birthday. The food is homecooked country style, the owners stand in the middle of the restaurant to make sure all goes off without a hitch. This is definately a must visit.
5	pos	train	We had a wonderful time. Good service, great food, pleasant atmosfere, and an oustanding vodka infusion. A 10 in my opinion.
5	pos	train	Sazio is a great new Italian restaurant located in the Orleans. it has great portions and a cool hip atmosphere.
5	pos	train	The food was amazing. I've never tasted such fine Peruvian food.
